Viscosity in mN * s * m-2

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
N(C6H13)4BF4,100,+E,376,502.8,,1.806E-4,41175.43,,,,"While there is insufficient information for accuracy estimates, the results may be taken as reliable.",
NaBF4,100,+E,700,780,10%,0.0832,19620.36,,,,,
NaBF4-NaF,92-8,+E,690,810,,0.0877,18623.3,,,,Comparison with the recommended data set for NaF indicates that the results may be approx. 18% too high.,
NaBF4-NaF,100-0,+E,700,780,,0.0832,19620.36,,,,"For 100% NaBF4, the results have been advanced as the recommended data set.",
NaBO2-NaPO3,20-80,+E,1080,1220,,0.00197898,118492.86,,,,,
NaBO2-NaPO3,40-60,+E,1120,1220,,0.0389887,93589.28,,,,,
NaBO2-NaPO3,60-40,+E,1120,1220,,2.49832,57589.54,,,,,
NaBO2-NaPO3,80-20,+E,1120,1220,,0.265992,75442.97,,,,,
NaBr,100,+E,1022,1192,1.5%,0.1034,20478.3,,,,,
NaBr-NaCl,0-100,+E,1083,1143,,0.1051,22954.23,,,,"For 100% NaCl, the departures from the recommended data set are: 1083 K, +30%,1143 K, +29%.",
NaBr-NaCl,20-80,+E,1083.2,1143.2,,0.0402,31857.09,,,,,
NaBr-NaCl,40-60,+E,1083,1143,,0.1459,21222.44,,,,,
NaBr-NaCl,60-40,+E,1083,1143,,0.1456,18978.94,,,,,
NaBr-NaCl,80-20,+E,1083,1143,,0.1399,19431.66,,,,,
NaBr-NaCl,100-0,+E,1083,1143,,0.3046,13327.52,,,,"For 100% NaBr, the departures from the recommended data set are, respectively:1083 K, 28%, 1143 K, 34%.",
NaCl,100,+E,1080,1210,0.2%,0.089272,21960.09,,,,,
NaCl,100,+E,1080,1500,2.4%,0.109184,20286.7,,,,"Extended to 1500 K; Over common T range these results are uniformly higher, i.e.:1080 K, 1%; 1200 K, 3.5%.",
NaCl-NaF,0-81 NaCl,I4,1273,,,1.42,-0.006591,-3.235E-4,7.178E-6,-4.224E-8,"For 100% NaF, at 1273 K, the departure from the recommended data set is -2.7%.",
NaCl-NaF-NaI,31.6-15.2-53.2,+E,830,1070,,0.1682,16350.93,,,,,
NaCl-NaNO3,0-100,+E,583,723,,0.091634,16958.04,,,,"For 100% NaNO3, the departures from the recommended data set are: 580 K, +2.0%, 720 K, -0.6%.",
NaCl-NaNO3,2-98,+E,580,720,,0.1276,15575.62,,,,,
NaCl-NaNO3,4-96,+E,583,723,,0.181163,13985.67,,,,,
NaCl-NaNO3,6-94,+E,580,720,,0.140717,15615.79,,,,,
NaCl-NaNO3,8-92,P2,598,723,,141.203,-0.403,2.9137E-4,,,,
NaCl-NaNO3,10-90,+E,620,720,,0.100302,17227.07,,,,,
NaCl-NaNO3,12-88,+E,648,723,,0.00738367,32234.91,,,,,
NaCl-NaNO3,14-86,+E,680,720,,0.676061,6893.26,,,,,
NaCl-NaOH,100-80 NaOH,I2,693,,,2.3173,0.02722,-2.742E-4,,,"For 100% NaOH, the departure from the recommended data set falls within the estimated accuracy limits (+- 5%).",
NaCl-NaOH-Na2CO3,2.0-96.4-1.6,+E,630,820,,0.0717255,20501.94,,,,,
NaCl-NaOH-Na2CO3,7.9-90.5-1.6,+E,630,760,,0.0348783,24473.88,,,,,
NaCl-NaPO3,20-80,DP,,,,240.,1173K,,,,,
NaCl-Na2SO4,100-0 Na2SO4,I3,1173,,,1.169,0.02943,-8.586E-4,1.021E-5,,"For 100% Na2SO4, at 1173 K, the departure from the recommended data set is -47%. For 100% NaCl, at 1173 K, the departure from the recommended data set is +38%.",
NaCl-Na3AlF6,28.5-71.5,+E,1240,1300,,0.0264946,47572.88,,,,,
NaCl-Na3AlF6,47.3-52.7,+E,1180,1300,,0.0769671,35004.35,,,,,
NaCl-Na3AlF6,60.6-39.4,+E,1180,1300,,0.0894914,31167.97,,,,,
NaCl-Na3AlF6,70.5-29.5,+E,1180,1300,,0.0636424,32693.07,,,,,
NaCl-Na3AlF6,78.2-21.8,+E,1180,1300,,0.0961257,26872.61,,,,,
NaCl-Na3AlF6,84.3-15.7,+E,1180,1300,,0.0307744,37412.28,,,,,
NaCl-Na3AlF6,89.3-10.7,+E,1180,1300,,0.00354645,57572.8,,,,,
NaCl-Na3AlF6,93.5-6.5,+E,1120,1300,,0.00294991,59556.05,,,,,
NaCl-Na3AlF6,97.0-3.0,+E,1180,1300,,0.00827424,47698.4,,,,,
NaCl-ZnCl2,11.1-88.9,+E,575,729,,4.034E-4,64872.33,,,,,
NaCl-ZnCl2,11.7-88.3,+E,578,730,,3.888E-4,64719.19,,,,,
NaCl-ZnCl2,20.3-79.7,+E,576,637,,0.001326,52690.41,,,,,
NaCl-ZnCl2,20.7-79.3,+E,570,645,,8.179E-4,55076.59,,,,,
NaCl-ZnCl2,20.7-79.3,+E,645,768,,0.006974,43523.53,,,,,
NaCl-ZnCl2,30.4-69.6,+E,553,631,,0.002749,44871.64,,,,,
NaCl-ZnCl2,30.4-69.6,+E,631,769,,0.01925,34536.57,,,,,
NaCl-ZnCl2,31.0-69.0,+E,576,626,,0.008074,39683.39,,,,,
NaCl-ZnCl2,38.1-61.9,+E,533,606,,0.00274,42765.8,,,,,
NaCl-ZnCl2,38.1-61.9,+E,606,772,,0.02364,31801.44,,,,,
NaCl-ZnCl2,39.4-60.6,+E,539,599,,0.002732,42698.43,,,,,
NaCl-ZnCl2,51.9-48.1,+E,627,815,,0.03685,28180.13,,,,,
NaCl-ZnCl2,55.7-44.3,+E,635,723,,0.04458,26181.82,,,,,
NaCl-ZnCl2,55.7-44.3,+E,723,771,,0.1158,20468.05,,,,,
NaCl-ZnCl2,58.3-41.7,+E,714,896,,0.06682,24552.12,,,,,
NaCl-ZnCl2,68.2-31.8,+E,864,1014,,0.07445,21338.34,,,,,
NaCl-ZnCl2,81.4-18.6,+E,1025,1115,,0.2048,14626.25,,,,,
NaCl-ZnCl2,84.9-15.1,+E,1059,1149,,0.1093,21224.53,,,,,
NaCl-ZnCl2,100.0-0.0,+E,1092,1240,,0.1053,21853.82,,,,"For 100% NaCl, the departures from the recommended data set are: 1090 K, +32%,1210 K, +26%.",
NaClO3,100,+E,535,555,2%,0.02439,25109.86,,,,,
NaClO3-NaNO3,38.9-61.1,+E,520,560,,0.0366,22214.48,,,,,
NaClO3-NaNO3,51.5-48.5,+E,510,560,,0.02385,24468.44,,,,,
NaClO3-NaNO3,72.7-27.3,+E,510,560,,0.02054,25606.09,,,,,
NaClO3-NaNO3,100-0,+E,540,560,,0.02439,25109.86,,,,"For 100% NaClO3, the results have been advanced as the recommended data set.",
NaClO4-NaNO3,0-100,+E,580,720,,0.09139,16891.09,,,,"For 100% NaNO3, the departures from the recommended data set are: 580 K, 0.0%,720 K, -1.9%.",
NaClO4-NaNO3,10-90,+E,590,700,,0.09425,16950.5,,,,,
NaClO4-NaNO3,20-80,+E,570,700,,0.09332,17232.93,,,,,
NaClO4-NaNO3,38.5-61.5,+E,530,700,,0.09085,17598.2,,,,,
NaClO4-NaNO3,45-55,+E,570,700,,0.08937,17847.15,,,,,
NaClO4-NaNO3,70-30,+E,670,700,,0.09587,18063.47,,,,,
NaF,100,+E,1273,1373,1%,0.1197,26468.43,,,,,
NaF-NaPO3,0-100,DP,,,,431.7,1173K,,,,"For 100% NaPO3, at 1173 K, the departure from the extrapolated value from the recommended data base is +250%.",
NaF-NaPO3,20.6-79.4,DP,,,,148.8,1173K,,,,,
NaF-NaPO3,40.9-59.1,DP,,,,51.8,1173K,,,,,
NaF-NaPO3,60.3-39.7,DP,,,,14.5,1173K,,,,,
NaF-NaPO3,80.0-20.0,DP,,,,9.8,1173K,,,,,
NaF-Na3AlF6,36-64,+E,1250,1290,,0.338948,30331.16,,,,,
NaF-Na3AlF6,47-53,+E,1240,1300,,0.0117121,63677.36,,,,,
NaF-UF4,30-70,DP,,,,10.99,1073.2K,,,,"Comparison with the recommended data set for NaF, indicates that the results are approx. 18% too high.",
NaF-UF4,40-60,+E,973,1073,,0.1318,39139.46,,,,,
NaF-UF4,46-54,+E,973,1073,,0.1966,35893.88,,,,,
NaF-UF4,53.8-46.2,+E,973,1073,,0.1068,38810.6,,,,,
NaF-UF4,58-42,+E,973,1073,,0.1471,36343.25,,,,,
NaF-UF4,62.5-37.5,+E,973,1073,,0.06668,42283.37,,,,,
NaF-UF4,66.7-33.3,+E,973,1073,,0.05011,43984.62,,,,,
NaF-UF4,75-25,DP,,,,5.72,1073.2K,,,,,
NaF-UF4,76-24,+E,973,1073,,0.04334,45669.96,,,,,
NaF-ZrF4,50-50,+E,873,1073,,0.02993,32435.33,,,,,
NaF-ZrF4,53-47,+E,873,1073,,0.07666,33234.07,,,,,
NaI,100,+E,941,1117,1.5%,0.0994,19095.26,,,,,
NaNO2,100,+E,563,613,2%,0.04876,19581.45,,,,,
NaNO3,100,+E,589,731,3%,0.1041,16259.3,,,,,
NaNO3-RbNO3,0-100,+E,598,748,,0.1308,16594.02,,,,"For 100% RbNO3, the results are in exact accord with the recommended data set.",
NaNO3-RbNO3,20-80,+E,573.2,698.2,,0.0795,18673.5,,,,,
NaNO3-RbNO3,40-60,+E,523,698,,0.08057,18117.02,,,,,
NaNO3-RbNO3,60-40,+E,523,698,,0.03548,22213.23,,,,,
NaNO3-RbNO3,80-20,DP,,,,6.44,503.2K,,,,,
NaNO3-RbNO3,80-20,+E,573.2,698.2,,0.0786346,17664.31,,,,,
NaNO3-RbNO3,100-0,+E,598,748,,0.09699,16614.94,,,,"For 100% NaNO3, the departures from the recommended data set are: 600 K, -0.4%, 740 K, 0.0%.",
NaOH,100,+E,623.2,823.2,2%,0.07211,20656.75,,,,"NaOH: Recommended data, accuracy upgraded.",
NaOH-Na2CO3,92.1-7.9,+E,630,820,,0.06099,21464.28,,,,,
NaOH-Na2CO3,98.2-1.8,+E,630,820,,0.06858,20974.74,,,,,
NaOH-Na2CO3,100-0,+E,630,820,,0.07212,20652.57,,,,"For 100% NaOH, the results have been advanced as the recommended data set.",
NaOH-Na2CO3-Na2SiO3,93.6-1.7-4.7,+E,730,820,,0.081678,19631.24,,,,,
NaOH-Na3AsO4,31.0-69.0,DP,,,,603.,773K,,,,,
NaOH-Na3AsO4,39.4-60.6,+E,730,770,,1.24004E-8,126358.91,,,,,
NaOH-Na3AsO4,48.9-51.1,+E,650,750,,2.82696E-5,68217.08,,,,,
NaOH-Na3AsO4,60.9-39.1,DP,,,,144.,653K,,,,,
NaOH-Na3SbO4,46-54,+E,650,750,,2.62174,14528.76,,,,,
NaOH-Na3SbO4,50-50,+E,650,750,,1.15668,18288.15,,,,,
NaOH-Na3SbO4,56-44,+E,650,750,,0.368532,22789.79,,,,,
NaOH-Na3SbO4,62-38,+E,650,750,,0.162034,25126.6,,,,,
NaOH-Na3SbO4,68-32,+E,650,750,,0.0883776,26199.81,,,,,
NaPO3,100,+E,916,1010,5%,0.02412,83258.81,,,,"NaPO3: Revised temperature range, accuracy upgraded.",
NaPO3,100,+E,1010,1290,5%,0.16063,67873.98,,,,,
NaPO3-Na2B4O7,0-65 NaPO3,I2,1223,,,171.82,-0.36902,0.01960,,,"For 100% Na2B4O7, at 1223 K, the departure from the recommended data set is +16.5%.",
NaPO3-Na2B4O7,70-100 NaPO3,I3,1223,,,-4220.1,180.3,-2.3649,0.0099472,,"For 100% NaPO3 at 1223 K, the departure of the extrapolated result from the recommended data set is about -5%.",
NaPO3-Na2SO4,0-100,DP,,,,7.62,1173K,,,,For 100% Na2SO4 the departure from the recommended data set at 1173Kis -30%.,
NaPO3-Na2SO4,9.5-90.5,DP,,,,5.71,1173K,,,,,
NaPO3-Na2SO4,19.8-80.2,DP,,,,3.81,1173K,,,,,
NaPO3-Na2SO4,27.8-72.2,DP,,,,2.38,1173K,,,,,
NaPO3-Na2SO4,39.1-60.9,DP,,,,5.24,1173K,,,,,
NaPO3-Na2SO4,49.0-51.0,DP,,,,6.67,1173K,,,,,
NaPO3-Na2SO4,60.6-39.4,DP,,,,11.91,1173K,,,,,
NaPO3-Na2SO4,70.4-29.6,DP,,,,18.1,1173K,,,,,
NaPO3-Na2SO4,80.2-19.8,DP,,,,30.95,1173K,,,,,
NaPO3-Na2SO4,89.9-10.1,DP,,,,71.91,1173K,,,,,
NaPO3-Na2SO4,100-0,DP,,,,180.2,1173K,,,,"For 100% NaPO3, the departure from the recommended data set at 1173K is +6%.",
NaPO3-Na4P2O7,0-100,+E,1310,1350,,3.363,23870.12,,,,"For 100% Na4P2O7, the results have been advanced as the recommended data set.",
NaPO3-Na4P2O7,31.5-68.5,+E,1240,1370,,3.33749,21561.35,,,,,
NaPO3-Na4P2O7,46.5-53.5,+E,1230,1310,,1.59805,32390.98,,,,,
NaPO3-Na4P2O7,63.5-36.5,+E,1030,1370,,1.0098,37848.68,,,,,
NaPO3-Na4P2O7,72.3-27.7,+E,1110,1270,,0.748526,41228.99,,,,,
NaPO3-Na4P2O7,76.1-23.9,P3,930,1320,,8074.4,-19.7222,0.016212,-4.46E-6,,,
NaPO3-Na4P2O7,79.6-20.4,+E,870,1110,,0.430529,48907.59,,,,,
NaPO3-Na4P2O7,85.9-14.1,+E,950,1110,,0.213257,55819.68,,,,,
NaPO3-Na4P2O7,93.7-6.3,+E,970,1270,,0.174187,64108.32,,,,,
NaPO3-Na4P2O7,95.9-4.1,+E,990,1110,,0.179631,63652.26,,,,,
NaPO3-Na4P2O7,100-0,+E,1010,1290,,0.16063,67873.98,,,,"For 100% NaPO3, the departures from the recommended data set are: 1020 K, +8%,1200 K, +42% (extrapolated).",
NaSCN,100,+E,578,634.1,2%,0.04935,19397.35,,,,,
NaVO3,100,+E,920,1160,10%,0.162,50899.21,,,,,
NaVO3-V2O5,0-100,+E,940,1150,,0.221,44844.86,,,,"For 100% V2O5, the results have been advanced as the recommended data set.",
NaVO3-V2O5,10-90,+E,980,1160,,0.543242,38152.02,,,,,
NaVO3-V2O5,20-80,+E,1040,1160,,0.342185,43129.39,,,,,
NaVO3-V2O5,32-68,+E,980,1160,,0.0801421,49008.01,,,,,
NaVO3-V2O5,57-43,+E,920,1160,,0.216394,36567.1,,,,,
NaVO3-V2O5,80-20,+E,920,1160,,0.0594415,56392.9,,,,,
NaVO3-V2O5,100-0,+E,920,1160,,0.162,50899.21,,,,"For 100% NaVO3, the results have been advanced as the recommended data set.",
Na2B4O7,100,+E,1050,1220,15%,1.27E-5,165346.08,,,,,
Na2B4O7-WO3,61.8-38.2,+E,1123,1373,,0.0012506,130547.17,,,,,
Na2B4O7-WO3,75-25,+E,1123,1373,,2.233E-4,146526.13,,,,,
Na2B4O7-WO3,81.8-18.2,+E,1123,1373,,7.7438E-4,132601.55,,,,,
Na2B4O7-WO3,90-10,+E,1123,1373,,2.7591E-4,141647.51,,,,,
Na2B4O7-WO3,100-0,+E,1123,1373,,6.95E-5,155191.34,,,,"For 100% Na2B4O7, the departures from the recommended data set are: 1130 K, +80%, 1220 K, +100%.",
Na2CO3,100,+E,1134,1234,3%,0.18937,28834.1,,,,Measurements were extended to include 100% NaCl. Comparison with the recommended NaCl data set shows the agreement is within 1%.,
Na2MoO4,100,+E,1030,1190,10%,0.152639,29570.08,,,,,
Na2SO4,100,+E,1240,1470,10%,0.148,41798.86,,,,,
Na2SO4-Na4P2O7,45-100 Na2SO4,I2,1273,,,24.658,-0.1924,-5.2E-4,,,"For 100% Na2SO4 at 1273 K, the departure from the recommended data set is -35%.",
Na2S3.1,100,E2,577,653,5%,0.5624,8443.45,332.,,,,
Na2S3.3,100,E2,589,647,5%,0.337,11225.86,288.,,,,
Na2S3.6,100,E2,558,646,5%,0.6193,7974.84,342.,,,,
Na2S3.9,100,E2,533,652,5%,0.4046,9292.82,326.,,,,
Na2S4.1,100,E2,587,641,5%,0.407,9347.21,328.,,,,
Na2S4.3,100,E2,572,675,5%,0.8071,6016.69,390.,,,,
Na2S4.7,100,E2,557,654,5%,0.4684,8213.33,356.,,,,
Na2S5.2,100,E2,620,648,5%,1.7411,3105.,465.,,,,
Na2WO4,100,+E,1050,1250,10%,0.0797384,38682.98,,,,,
Na3AlF6,100,+E,1290,1390,1%,0.017924,51799.92,,,,,
Na4P2O7,100,+E,1310,1350,10%,3.363,23870.12,,,,,
Na4P2O7-WO3,40-60,+E,1230,1370,,0.004102,99436.1,,,,,
Na4P2O7-WO3,45-55,+E,1230,1370,,0.002614,102074.99,,,,,
Na4P2O7-WO3,50-50,+E,1230,1370,,0.002344,101930.22,,,,,
Na4P2O7-WO3,55.2-44.8,+E,1230,1370,,0.01724,81811.12,,,,,
Na4P2O7-WO3,60-40,+E,1230,1370,,0.026,76288.15,,,,,
Na4P2O7-WO3,69.3-30.7,+E,1230,1370,,0.157339,58296.65,,,,,
Na4P2O7-WO3,78-22,+E,1230,1370,,0.07252,68246.37,,,,,
Na4P2O7-WO3,85.8-14.2,+E,1280,1370,,0.11919,64530.91,,,,,
Na4P2O7-WO3,92.5-7.5,+E,1280,1370,,0.1323,64966.05,,,,,
Na4P2O7-WO3,100-0,+E,1280,1370,,0.29506,57890.79,,,,"For 100% Na4P2O7, the departures from the recommended data set are: 1310 K, +99%, 1350 K, +82%.",
NdCl3,100,+E,1160,1240,3%,0.116738,27121.56,,,,,
NH4H2PO4-NH4NO3,3.5-96.5,+E,430,450,,0.1867,12029.2,,,,,
NH4H2PO4-NH4NO3,7.2-92.8,+E,430,450,,0.08488,15305.33,,,,,
NH4H2PO4-NH4NO3,10.9-89.1,+E,420,450,,0.08893,15581.48,,,,,
NH4H2PO4-NH4NO3,18.8-81.2,+E,420,450,,0.07306,17435.02,,,,,
NH4H2PO4-NH4NO3,27.3-72.7,+E,420,450,,0.03181,21497.75,,,,,
NH4H2PO4-NH4NO3,33.9-66.1,+E,440,450,,0.0336,22175.57,,,,,
NH4H2PO4-NH4NO3,41.0-59.0,+E,440,450,,0.02255,24598.15,,,,,
NH4H2PO4-NH4NO3,51.1-48.9,+E,440,450,,0.01235,28070.93,,,,,
Ni3S2,100,+E,1523,1773,,0.3704,28444.14,,,,,
PbBr2,100,+E,700,820,2%,0.08165,24573.04,,,,,
PbBr2-PbCl2,0.0-100.0,+E,780,820,,0.07066,26790.6,,,,"For 100% PbCl2, the results have been advanced as the recommended data set.",
PbBr2-PbCl2,23.1-76.9,+E,750,820,,0.044219,29652.92,,,,,
PbBr2-PbCl2,56.4-43.6,+E,700,820,,0.040502,29652.5,,,,,
PbBr2-PbCl2,75.3-24.7,+E,700,820,,0.05754,27167.17,,,,,
PbBr2-PbCl2,100.0-0.0,+E,700,820,,0.08165,24573.04,,,,"For 100% PbBr2, the results have been advanced as the recommended data set.",
PbCl2,100,+E,773,973,2%,0.05619,28292.68,,,,,
PbF2-PbO,48-52,+E,880,1200,,27.1703,22104.02,,,,,
PrCl3,100,+E,1130,1250,3%,0.094205,31429.06,,,,,
RbBr,100,+E,971,1197,1.5%,0.0806,23550.33,,,,,
RbCl,100,+E,1023,1172,1%,0.06783,24805.18,,,,,
RbF,100,+E,1079,1274,1.5%,0.0971068,24324.51,,,,,
RbI,100,+E,934,1194,1.5%,0.0764,23081.34,,,,,
RbNO2,100,+E,712,758,3%,0.08754,18807.39,,,,,
RbNO3,100,+E,598,698,3%,0.1296,16635.86,,,,,
Rb2CO3,100,+E,1154,1234,3%,0.15847,28317.79,,,,Measurements were extended to include 100% NaCl. Comparison with the recommended NaCl data set shows the agreement is within 1%.,
SbBr3,100,+E,375,410,2%,0.01899,16297.37,,,,,
SbCl3,100,+E,323,353,2%,0.003841,18599.86,,,,,
SbCl3-SbCl5,0-100,+E,323,353,,0.03299,10132.56,,,,"For 100% SbCl5, the results have been advanced as the recommended data set.",
SbCl3-SbCl5,4.48-95.52,+E,323,353,,0.02142,11396.57,,,,,
SbCl3-SbCl5,25.77-74.23,+E,323,353,,0.01783,12475.22,,,,,
SbCl3-SbCl5,33.40-66.60,+E,323,353,,0.01766,12604.93,,,,,
SbCl3-SbCl5,39.89-60.11,+E,323,353,,0.01182,13892.37,,,,,
SbCl3-SbCl5,43.60-56.40,+E,323,353,,0.01046,14344.67,,,,,
SbCl3-SbCl5,44.75-55.25,+E,323,353,,0.01072,14341.32,,,,,
SbCl3-SbCl5,46.50-53.50,+E,323,353,,0.009065,14826.67,,,,,
SbCl3-SbCl5,46.96-53.04,+E,323,353,,0.008722,14960.56,,,,,
SbCl3-SbCl5,55.61-44.39,+E,323,353,,0.006568,15981.47,,,,,
SbCl3-SbCl5,58.30-41.70,+E,323,353,,0.006167,16188.17,,,,,
SbCl3-SbCl5,65.65-34.35,+E,323,353,,0.00457,17265.15,,,,,
SbCl3-SbCl5,71.92-28.08,+E,323,353,,0.004787,17270.59,,,,,
SbCl3-SbCl5,73.27-26.73,+E,323,353,,0.004996,17187.32,,,,,
SbCl3-SbCl5,76.86-23.14,+E,323,353,,0.004198,17744.22,,,,,
SbCl3-SbCl5,78.22-21.78,+E,323,353,,0.003503,18326.65,,,,,
SbCl3-SbCl5,80.13-19.87,+E,323,353,,0.004051,17950.08,,,,,
SbCl3-SbCl5,80.80-19.20,+E,323,353,,0.003709,18230.41,,,,,
SbCl3-SbCl5,81.75-18.25,+E,323,353,,0.00488,17524.98,,,,,
SbCl3-SbCl5,87.77-12.23,+E,323,353,,0.004333,17997.36,,,,,
SbCl3-SbCl5,92.68-7.32,+E,333,353,,0.00405,18295.26,,,,,
SbCl3-SbCl5,94.55-5.45,+E,323,353,,0.004573,18014.09,,,,,
SbCl3-SbCl5,100-0,+E,323,353,,0.003828,18620.37,,,,"For 100% SbCl3, the results have been advanced as the recommended data set.",
SbCl5,100,+E,325,350,2%,0.0348832,9991.56,,,,,
SiO2,100,+E,2208,2595,10%,9.004E-4,373369.67,,,,,
SnCl4,100,+E,273,423,2%,0.03187,8066.89,,,,,
SnCl4-TiCl4,0-100,+E,293,333,,0.04949,6877.36,,,,"For 100% TiCl4, the results have been advanced as the recommended data set.",
SnCl4-TiCl4,20-80,+E,293,333,,0.04236,7304.97,,,,,
SnCl4-TiCl4,40-60,+E,293,333,,0.03646,7724.63,,,,,
SnCl4-TiCl4,60-40,+E,293,333,,0.03316,8011.24,,,,,
SnCl4-TiCl4,80-20,+E,293,333,,0.03103,8231.32,,,,,
SnCl4-TiCl4,100-0,+E,293,333,,0.03138,8262.28,,,,"For 100% SnCl4, the departures from the recommended data set are: 293 K, -0.49%, 333 K, -0.14%.",
SrCl2,100,+E,1150,1300,1%,0.09638,34917.82,,,,,
TiCl4,100,+E,293,333,,0.04952,6874.43,,,,,
TlBr,100,+E,760,990,2%,0.3157,11771.46,,,,,
TlBr-TlCl,0-100,+E,773,1173,,0.2297,12696.98,,,,"For 100% TlCl, the departures from the recommended data set are: 770 K, +4.4%,1040 K, +1.1%.",
TlBr-TlCl,8.7-91.3,+E,733,1073,,0.2297,12696.98,,,,,
TlBr-TlCl,17.7-82.3,+E,733,1173,,0.233,12714.97,,,,,
TlBr-TlCl,26.9-73.1,+E,733,1173,,0.2352,12729.61,,,,,
TlBr-TlCl,36.4-63.6,+E,733,1173,,0.2359,12816.22,,,,,
TlBr-TlCl,46.2-53.8,+E,733,1173,,0.2364,12908.69,,,,,
TlBr-TlCl,56.3-43.7,+E,733,1173,,0.2409,12879.4,,,,,
TlBr-TlCl,66.7-33.3,+E,733,1173,,0.2416,12960.58,,,,,
TlBr-TlCl,77.4-22.6,+E,733,1173,,0.245,12946.35,,,,,
TlBr-TlCl,88.5-11.5,+E,733,1173,,0.2302,13443.84,,,,,
TlBr-TlCl,100-0,+E,733,1173,,0.2464,13089.86,,,,"For 100% TlBr, the departures from the recommended data set are: 760 K, -3.5%,990 K, -9.0%.",
TlBr-TlI,0-100,+E,723,1173,,0.2332,14110.78,,,,"For 100% TlI, the departures from the recommended data set are: 740 K, -4.5%, 960 K, -2.8%.",
TlBr-TlI,11.47-88.53,+E,733,1173,,0.2357,13975.21,,,,,
TlBr-TlI,22.56-77.44,+E,733,1173,,0.235,13913.71,,,,,
TlBr-TlI,33.31-66.69,+E,733,1173,,0.241,13688.6,,,,,
TlBr-TlI,44.81-55.19,+E,733,1173,,0.2385,13693.21,,,,,
TlBr-TlI,54.23-45.77,+E,733,1173,,0.2986,11686.11,,,,,
TlBr-TlI,63.61-36.39,+E,733,1173,,0.2404,13517.89,,,,,
TlBr-TlI,73.11-26.89,+E,733,1173,,0.2414,13414.55,,,,,
TlBr-TlI,82.33-17.67,+E,733,1173,,0.2424,13343.,,,,,
TlBr-TlI,91.29-8.71,+E,733,1173,,0.2437,13209.95,,,,,
TlBr-TlI,100-0,+E,733,1173,,0.2464,13089.86,,,,"For 100% TlBr, the departures from the recommended data set are: 760 K, -3.5%,990 K, -9.0%.",
TlCl,100,+E,740,1040,2%,0.173,14225.84,,,,,
TlI,100,+E,740,960,2%,0.2284,14522.91,,,,,
TlNO3,100,+E,493,554,2%,0.0843,15301.14,,,,,
Tl2S,100,+E,790,1060,,0.105948,20983.13,,,,,
UF4,100,+E,1348,1488,10%,0.010775,58222.17,,,,UF4: Accuracy upgraded.,
V2O5,100,+E,940,1150,10%,0.221,44844.86,,,,,
ZnBr2,100,+E,680,810,5%,7.78814E-5,82480.57,,,,,
ZnCl2,100,+E,591,628,5%,2.6912E-7,114740.59,,,,,
ZnCl2,100,+E,628,722,5%,5.30191E-6,99099.28,,,,,
ZnCl2,100,+E,722,853,5%,2.8899E-4,75136.27,,,,ZnCl2: Accuracy upgraded.,
ZrCl4,100,+E,710,760,3%,5.10082E-7,80116.57,,,,ZrCl4: Accuracy upgraded.,

"Data from NIST Properties of Molten Salts Database, Single Salts and Salt Mixtures Data, Density, Viscosity, Electrical Conductance, and Surface Tension, Version 2.0"
"Data compiled and evaluated by the Molten Salts Data Center-RPI, G. J. Janz, Director, Rensselear Polytechnic Institute, Troy, New York 12181"
These data are no longer covered by copyeight in the United States.

