Density in g * cm-3

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
AlBr3-SbBr3,82.77-17.23,P1,375,410,,3.7832,-0.0023679,,,,,
AlBr3-SbBr3,83.69-16.31,P1,375,410,,3.7046,-0.0022065,,,,,
AlBr3-SbBr3,87.11-12.89,P1,375,410,,3.7167,-0.0023655,,,,,
AlBr3-SbBr3,93.33-6.67,P1,375,410,,3.6406,-0.0024165,,,,,
AlBr3-SbBr3,100-0,P1,375,410,,3.4797,-0.0022354,,,,"For 100% AlBr3, the departures from the recommended data set are: 380 K, +0.3%, 410 K, +0.5%.",
AlBr3-ZnBr2,66.80-33.20,P1,375,420,,3.7214,-0.0019062,,,,,
AlBr3-ZnBr2,71.14-28.86,P1,385,420,,3.7597,-0.0021414,,,,,
AlBr3-ZnBr2,74.68-25.32,P1,375,420,,3.679,-0.0020521,,,,,
AlBr3-ZnBr2,77.38-22.62,P1,375,420,,3.6714,-0.0021181,,,,,
AlBr3-ZnBr2,79.94-20.06,P1,375,420,,3.6617,-0.0021771,,,,,
AlBr3-ZnBr2,82.67-17.33,P1,375,420,,3.6119,-0.0021424,,,,,
AlBr3-ZnBr2,86.54-13.46,P1,375,420,,3.5915,-0.0022083,,,,,
AlBr3-ZnBr2,100-0,P1,375,420,,3.4797,-0.0022354,,,,"For 100% AlBr3, the departures from the recommended data set are: 380 K, +0.3%, 410 K, +0.5%.",
AlCl3,100,P1,462,569,0.5%,2.5574,-0.0027118,,,,,
AlCl3-BiCl3,0-100,P1,690,750,,5.05,-0.00226,,,,"For 100% BiCl3, the departures from the recommended data set are: 690 K, +0.14%, 750 K, +0.2%.",
AlCl3-BiCl3,20-80,P1,480,550,,4.356,-0.0019,,,,,
AlCl3-BiCl3,35-65,P1,470,670,,3.894,-0.00171,,,,,
AlCl3-BiCl3,60-40,P1,450,550,,3.142,-0.00143,,,,,
AlCl3-BiCl3,100-0,P1,480,490,,2.371,-0.00233,,,,"For 100% AlCl3, the departures from the recommended data set are: 480 K, -0.3%, 490 K, 0.0%.",
AlCl3-KCl,33.34-66.66,P1,960,1040,,1.9734,-6.101E-4,,,,,
AlCl3-KCl,49.97-50.03,P1,740,1040,,1.9556,-6.622E-4,,,,,
AlCl3-KCl,66.67-33.33,P1,500,780,,1.9889,-7.901E-4,,,,,
AlCl3-KCl,80.0-20.0,P1,480,540,,2.0252,-0.0010038,,,,,
AlCl3-LiCl,49.25-50.75,P1,420,530,,1.95522,-7.515E-4,,,,The equimolar mixture corresponds to LiAlCl4. The results have been advanced as the recommended data set.,
AlCl3-LiCl,54.7-45.3,P1,470,520,,1.95742,-7.7384E-4,,,,,
AlCl3-LiCl,55-45,P1,450,495,,1.9228,-6.8E-4,,,,,
AlCl3-LiCl,60-40,P1,450,495,,1.9742,-7.999E-4,,,,,
AlCl3-LiCl,60-40,P1,470,540,,1.96956,-8.2581E-4,,,,,
AlCl3-LiCl,65-35,P1,450,495,,1.9885,-8.4E-4,,,,,
AlCl3-LiCl,65.3-34.7,P1,470,540,,1.99139,-9.0699E-4,,,,,
AlCl3-LiCl,69.8-30.2,P1,470,520,,2.0242,-0.00102,,,,,
AlCl3-LiCl,70-30,P1,450,495,,2.0142,-9.E-4,,,,,
AlCl3-LiCl,75-25,P1,470,520,,2.05237,-0.00113429,,,,,
AlCl3-LiCl,75.0-25.0,P1,450,495,,1.9589,-8.E-4,,,,,
AlCl3-LiCl-NaCl,50-30-20,P1,397,534,,2.0099,-7.9492E-4,,,,,
AlCl3-LiCl-NaCl,50-40-10,P1,418,535,,1.9779,-7.6415E-4,,,,Measurements were extended to 100% AlCl3. The results were advanced as the recommended data set.,
AlCl3-LiCl-NaCl,50-20-30,P1,419,545,,2.0266,-7.9358E-4,,,,,
AlCl3-LiCl-NaCl,50-10-40,P1,432,606,,2.0435,-7.905E-4,,,,,
AlCl3-LiCl-NaCl,60-20-20,P1,426,482,,2.0174,-8.6915E-4,,,,,
AlCl3-LiCl-NaCl,60-30-10,P1,426,500,,1.9958,-8.5945E-4,,,,,
AlCl3-LiCl-NaCl,60-10-30,P1,426,520,,2.0245,-8.487E-4,,,,,
AlCl3-LiCl-NaCl,69.7-20.2-10.1,P1,468,492,,2.0525,-9.8894E-4,,,,,
AlCl3-LiCl-NaCl,69.8-10.1-20.1,P1,464,545,,2.0692,-9.5349E-4,,,,,
AlCl3-LiCl-NaCl,69.9-20.0-10.1,P1,464,535,,2.0456,-9.784E-4,,,,,
AlCl3-LiCl-NaCl,79.2-10.4-10.4,P1,463,515,,2.1027,-0.0011568,,,,,
AlCl3-LiCl-NaCl,79.9-10.0-10.1,P1,473,492,,2.105,-0.0012739,,,,,
AlCl3-NaBr,52.5-47.5,P1,450,495,,2.4087,-9.2E-4,,,,,
AlCl3-NaBr,55.0-45.0,P1,450,495,,2.3536,-8.6E-4,,,,,
AlCl3-NaBr,60.0-40.0,P1,450,495,,2.316,-9.2E-4,,,,,
AlCl3-NaBr,65.00-35.00,P1,450,495,,2.2786,-9.6E-4,,,,,
AlCl3-NaBr,70.0-30.0,P1,450,495,,2.2567,-0.00102,,,,,
AlCl3-NaBr,75.0-25.0,P1,475,495,,2.25,-0.00112,,,,,
AlCl3-NaCl,52.0-48.0,P1,400,560,,2.068,-8.38E-4,,,,,
AlCl3-NaCl,61.8-38.2,P1,440,540,,2.034,-8.66E-4,,,,,
AlCl3-NaCl,73.0-27.0,P1,460,610,,2.011,-9.2E-4,,,,,
AlCl3-NaCl,100-0,P1,480,490,,2.371,-0.00233,,,,"For 100% AlCl3, the departures from the recommended data set are: 480 K, -0.3%, 490 K, 0.0%.",
AlCl3-NH4Cl,50-50,P1,556,627,,1.9195,-8.097E-4,,,,,
AlCl3-RbCl,70.0-30.0,P1,450,495,,2.2536,-9.6E-4,,,,,
AlCl3-RbCl,75.0-25.0,P1,450,495,,2.2482,-0.001,,,,,
AlF3-CsF,25-75,P1,1130,1270,,4.7793,-0.001534,,,,,
AlF3-KF,25-75,P1,1273,1323,,2.77,-7.398E-4,,,,,
AlF3-LiF,0-100,P1,1130,1320,,2.3289,-4.6803E-4,,,,"For 100% LiF, the departures from the recommended data set are: 1150 K, -0.2%,1320 K, +0.06%.",
AlF3-LiF,5-95,P1,1130,1320,,2.4298,-4.8222E-4,,,,,
AlF3-LiF,10-90,P1,1130,1320,,2.666,-6.1429E-4,,,,,
AlF3-LiF,15-85,P1,1130,1320,,2.7935,-6.6981E-4,,,,,
AlF3-LiF,20-80,P1,1130,1320,,2.8751,-7.1021E-4,,,,,
AlF3-LiF,25-75,P1,1130,1320,,3.0422,-8.359E-4,,,,,
AlF3-LiF,30-70,P1,1130,1320,,3.1456,-9.3597E-4,,,,,
AlF3-LiF,35-65,P1,1130,1320,,3.205,-0.00102998,,,,,
AlF3-LiF,40-60,P1,1130,1320,,3.1147,-0.00102009,,,,,
AlF3-LiF,45-55,P1,1130,1320,,2.9235,-9.4019E-4,,,,,
AlF3-NaF,0-100,P1,1275,1370,,2.755,-6.36E-4,,,,"For 100% NaF, the results have been advanced as the recommended data set.",
AlF3-NaF,10-90,P1,1275,1370,,2.868,-6.48E-4,,,,,
AlF3-NaF,15-85,P1,1275,1370,,3.0535,-7.65E-4,,,,,
AlF3-NaF,20-80,P1,1275,1370,,3.2415,-8.98E-4,,,,,
AlF3-NaF,23-77,P1,1275,1370,,3.2612,-9.12E-4,,,,,
AlF3-NaF,25-75,P1,1275,1370,,3.2733,-9.2E-4,,,,,
AlF3-NaF,30-70,P1,1275,1370,,3.2258,-9.2E-4,,,,,
AlF3-NaF,35-65,P1,1275,1370,,3.1679,-9.35E-4,,,,,
AlF3-NaF,40-60,P1,1275,1370,,2.9921,-8.9E-4,,,,,
AlF3-NaF,45-55,P1,1275,1370,,2.7198,-7.82E-4,,,,,
AlF3-NaF,50-50,P1,1275,1370,,2.495,-6.9E-4,,,,,
AlF3-Na3AlF6,0-100,P1,1300,1340,,3.307,-9.515E-4,,,,"For 100% Na3AlF6, the departures from the recommended data set are: 1300 K, 0.0%, 1340 K, 0.0%.",
AlF3-Na3AlF6,8.3-91.7,P1,1300,1340,,3.2349,-9.008E-4,,,,,
AlF3-Na3AlF6,15.7-84.3,P1,1300,1340,,3.2549,-9.253E-4,,,,,
AlF3-Na3AlF6,23.5-76.5,P1,1300,1340,,3.2415,-9.265E-4,,,,,
AlF3-Na3AlF6,28.2-71.8,P1,1300,1340,,3.2294,-9.259E-4,,,,,
AlF3-RbF,25-75,P1,1273,1323,,4.1844,-0.00136,,,,,
AlI3,100,P1,473,513,,4.383,-0.0025,,,,,
AlI3-HgI2,0-44.8 HgI2,I3,473,,,3.256,0.01263,1.687E-4,3.755E-7,,"For 100% AlI3 at 473 K, the departure from the recommended data set is +1.7%.",
AlI3-KI,0-35.72 KI,I3,473,,,3.256,-0.01066,7.417E-4,-1.068E-5,,"For 100% AlI3 at 473 K, the departure from the recommended data set is +1.7%.",
AlI3-SbI3,0-58.01 SbI3,I3,473,,,3.256,-0.05304,0.02333,-9.521E-4,,"For 100% AlI3 at 473 K, the departure from the recommended data set is +1.7%.",Function produces value(s) below zero.
Al2O3,100,DP,,,,2.93,2323K,,,,"This is at the m.pt. The density was calculated from the solid state density, assuming 25% volume increase.",
Al2O3-CaF2,0-100,DP,,,,2.52,1723K,,,,"For 100% CaF2 at 1723 K, the departure from the recommended data set is +0.4%.",
Al2O3-CaF2,7.8-92.2,P1,1670,1730,,4.415,-0.001,,,,,
Al2O3-CaF2,16.1-83.9,P1,1670,1730,,4.564,-0.001024,,,,,
Al2O3-CaF2,24.7-75.3,P1,1670,1730,,4.571,-9.8E-4,,,,,
Al2O3-KF-Na3AlF6,0-0-100,P1,1273,1373,,2.115,-9.82E-4,,,,"For 100% Na3AlF6, the departures from the recommended data set are: 1280 K, +0.9%, 1370 K, +0.8%",
Al2O3-KF-Na3AlF6,1.3-45.6-53.1,P1,1255,1345,,3.326743,-9.7823E-4,,,,,
Al2O3-KF-Na3AlF6,1.8-13.0-85.2,P1,1276,1355,,3.31581,-9.5994E-4,,,,,
Al2O3-KF-Na3AlF6,4.6-32.3-63.1,P1,1224,1354,,3.200886,-9.015E-4,,,,,
Al2O3-KF-Na3AlF6,4.7-8.3-87.0,P1,1275,1364,,3.283616,-9.4148E-4,,,,,
Al2O3-KF-Na3AlF6,5.2-47.7-47.7,P1,1200,1356,,3.156207,-8.9151E-4,,,,,
Al2O3-KF-Na3AlF6,5.6-39.6-54.8,P1,1224,1354,,3.186359,-9.0286E-4,,,,,
Al2O3-KF-Na3AlF6,8.6-15.3-76.1,P1,1248,1352,,3.317274,-9.8817E-4,,,,,
Al2O3-KF-Na3AlF6,11.2-22.6-66.2,P1,1229,1355,,3.176965,-8.9118E-4,,,,,
Al2O3-KF-Na3AlF6,11.7-31.1-57.2,P1,1219,1346,,3.134136,-8.6625E-4,,,,,
Al2O3-KF-Na3AlF6,12.2-38.2-49.6,P1,1190,1353,,3.094947,-8.6633E-4,,,,,
Al2O3-KF-Na3AlF6,18.5-29.9-51.6,P1,1216,1344,,3.126709,-8.6763E-4,,,,,
Al2O3-KF-Na3AlF6,18.5-21.7-59.8,P1,1219,1353,,3.116817,-8.5164E-4,,,,,
Al2O3-KF-Na3AlF6,18.6-11.8-69.6,P1,1234,1356,,3.095372,-8.2907E-4,,,,,
Al2O3-Li3AlF6,0-100,P1,1130,1320,,3.0422,-8.359E-4,,,,"For 100% Li3AlF6, the results have been advanced as the recommended data set.",
Al2O3-Li3AlF6,3-97,P1,1220,1320,,3.0466,-8.46E-4,,,,,
Al2O3-Li3AlF6,6-94,P1,1220,1320,,2.973,-7.92E-4,,,,,
Al2O3-Na3AlF6,0-100,P1,1273,1373,,2.115,-9.82E-4,,,,"For 100% Na3AlF6, the departures from the recommended data set are: 1280K, +0.9%, 1350 K, +0.8%",
Al2O3-Na3AlF6,3-97,P1,1270,1320,,3.2522,-9.148E-4,,,,,
Al2O3-Na3AlF6,6-94,P1,1270,1320,,3.212,-8.906E-4,,,,,
Al2O3-Na3AlF6,9.8-90.2,P1,1273,1360,,3.235935,-9.115E-4,,,,,
Al2O3-Na3AlF6,12-88,P1,1270,1320,,3.1458,-8.523E-4,,,,,
Al2O3-Na3AlF6,18-82,P1,1270,1320,,3.0736,-8.07E-4,,,,,
Al2O3-Na3AlF6,18.6-81.4,P1,1245,1363,,3.132648,-8.5012E-4,,,,,
Al2O3-Na3AlF6,22.7-77.3,P1,1322,1445,,3.006758,-7.612E-4,,,,,
Al2O3-Na3AlF6,24-76,P1,1270,1320,,2.9672,-7.32E-4,,,,,
Al2O3-Na3AlF6,26.6-73.4,P1,1325,1424,,2.97381,-7.3715E-4,,,,,
Al2O3-Na3AlF6-SiO2,0-100-0,DP,,,,2.102,1273K,,,,"For 100% Na3AlF6 at 1273 K, the departure from the recommended data set is +0.3%.",
Al2O3-Na3AlF6-SiO2,0-98-2,DP,,,,2.1,1273K,,,,,
Al2O3-Na3AlF6-SiO2,0-96-4,DP,,,,2.099,1273K,,,,,
Al2O3-Na3AlF6-SiO2,0-94-6,DP,,,,2.098,1273K,,,,,
Al2O3-Na3AlF6-SiO2,3-97-0,DP,,,,2.078,1273K,,,,,
Al2O3-Na3AlF6-SiO2,3-95-2,DP,,,,2.084,1273K,,,,,
Al2O3-Na3AlF6-SiO2,3-93-4,DP,,,,2.087,1273K,,,,,
Al2O3-Na3AlF6-SiO2,3-91-6,DP,,,,2.088,1273K,,,,,
Al2O3-Na3AlF6-SiO2,6-94-0,DP,,,,2.061,1273K,,,,,
Al2O3-Na3AlF6-SiO2,6-92-2,DP,,,,2.071,1273K,,,,,
Al2O3-Na3AlF6-SiO2,6-90-4,DP,,,,2.078,1273K,,,,,
Al2O3-Na3AlF6-SiO2,6-88-6,DP,,,,2.083,1273K,,,,,
Al2O3-Na3AlF6-SiO2,9-91-0,DP,,,,2.048,1273K,,,,,
Al2O3-Na3AlF6-SiO2,9-89-2,DP,,,,2.06,1273K,,,,,
Al2O3-Na3AlF6-SiO2,9-87-4,DP,,,,2.07,1273K,,,,,
Al2O3-Na3AlF6-SiO2,9-85-6,DP,,,,2.075,1273K,,,,,
Al2O3-Na3AlF6-SiO2,12-88-0,DP,,,,2.038,1273K,,,,,
Al2O3-Na3AlF6-SiO2,12-86-2,DP,,,,2.051,1273K,,,,,
Al2O3-Na3AlF6-SiO2,12-84-4,DP,,,,2.06,1273K,,,,,
Ba(NO2)2,100,P1,573,613,,3.639,-7.E-4,,,,,
Ba(NO2)2-Ba(NO3)2,89.1-10.9,P1,575,610,,3.6297,-6.75E-4,,,,,
Ba(NO2)2-Ba(NO3)2,95.0-5.0,P1,575,610,,3.6412,-7.E-4,,,,,
Ba(NO2)2-Ba(NO3)2,100-0,P1,575,610,,3.6392,-7.E-4,,,,"For 100% Ba(NO2)2, the results have been advanced as the recommended data set.",
Ba(NO2)2-KNO2,14.3-85.7,DP,,,,2.022,633.2K,,,,,
Ba(NO2)2-KNO2,17.7-82.3,P1,613.2,633.2,,2.555,-7.495E-4,,,,,
Ba(NO2)2-KNO2,21.2-78.8,P1,593.2,633.2,,2.635,-7.756E-4,,,,,
Ba(NO2)2-KNO2,25.0-75.0,P1,553,633,,2.6639,-7.051E-4,,,,,
Ba(NO2)2-KNO2,29.0-71.0,P1,553.2,633.2,,2.833,-8.699E-4,,,,,
Ba(NO2)2-KNO2,33.3-66.7,P1,553,633,,2.8823,-8.356E-4,,,,,
Ba(NO2)2-KNO2,37.9-62.1,P1,553,633,,2.977,-8.751E-4,,,,,
Ba(NO2)2-KNO2,42.9-57.1,P1,553,633,,2.9956,-7.735E-4,,,,,
Ba(NO2)2-KNO2,48.2-51.8,P1,593,633,,3.1823,-9.56E-4,,,,,
Ba(NO2)2-KNO2,53.8-46.2,P1,613.2,633.2,,3.066,-6.251E-4,,,,,
Ba(NO2)2-KNO2,60.0-40.0,P1,613.2,633.2,,3.225,-7.502E-4,,,,,
Ba(NO2)2-KNO2,66.7-33.3,P1,613.2,633.2,,3.374,-8.504E-4,,,,,
Ba(NO2)2-KNO2,73.9-26.1,P1,613.2,633.2,,3.376,-7.252E-4,,,,,
Ba(NO2)2-KNO2,81.8-18.2,P1,613.2,633.2,,3.421,-6.501E-4,,,,,
Ba(NO2)2-KNO2,90.5-9.5,P1,553.2,633.2,,3.533,-6.85E-4,,,,,
Ba(NO2)2-KNO2,100-0,P1,553.2,613.2,,3.6392,-7.E-4,,,,"For 100% Ba(NO2)2, the results have been advanced as the recommended data set.",
Ba(NO3)2-KNO3,0-100,P1,630,770,,2.3351,-7.6E-4,,,,"For 100% KNO3, the departures from the recommended data set are: 630 K, +0.3%,730 K, +0.3%.",
Ba(NO3)2-KNO3,10-90,P1,630,770,,2.5229,-7.84E-4,,,,,
Ba(NO3)2-KNO3,20-80,P1,630,770,,2.6841,-7.8E-4,,,,,
Ba(NO3)2-KNO3,30-70,P1,630,770,,2.843,-7.86E-4,,,,,
Ba(NO3)2-KNO3,40-60,P1,680,770,,2.9965,-8.1E-5,,,,,
Ba(NO3)2-KNO3,50-50,P1,730,770,,3.0901,-7.801E-4,,,,,
Ba(NO3)2-NaNO3,0-100,P1,600,720,,2.3442,-7.3066E-4,,,,"For 100% NaNO3, the departures from the recommended data set are: 590 K, -0.9%, 690 K, -1.9%.",
Ba(NO3)2-NaNO3,5-95,P1,580,710,,2.4388,-7.1154E-4,,,,,
Ba(NO3)2-NaNO3,6.7-93.3,P1,590,720,,2.4821,-7.2457E-4,,,,,
Ba(NO3)2-NaNO3,10-90,P1,620,720,,2.5572,-7.3941E-4,,,,,
Ba(NO3)2-NaNO3,15-85,P1,670,720,,2.6668,-7.635E-4,,,,,
Ba(NO3)2-NaNO3,20-80,P1,700,730,,2.7783,-8.0038E-4,,,,,
Ba(NO3)2-RbNO3,0-100,P1,590,690,,3.1366,-0.0010687,,,,"For 100% RbNO3, the results have been advanced as the recommended data set.",
Ba(NO3)2-RbNO3,5-95,P1,570,690,,3.1748,-0.00105898,,,,,
Ba(NO3)2-RbNO3,10-90,P1,550,690,,3.2156,-0.00105898,,,,,
Ba(NO3)2-RbNO3,15-85,P1,550,680,,3.2565,-0.00105898,,,,,
Ba(PO3)2,100,P1,1170,1240,3%,3.7366,-4.921E-4,,,,,
BaBr2,100,P1,1123,1173,1.5%,5.035,-9.24E-4,,,,,
BaBr2-KBr,0-100,P1,1020,1120,,2.942,-7.94E-4,,,,"For 100% KBr, the departures from the recommended data set are: 1020 K, +0.8%,1120 K, +1.0%.",
BaBr2-KBr,20.5-79.5,P1,930,1120,,3.574,-9.37E-4,,,,,
BaBr2-KBr,24.3-75.7,P1,930,1120,,3.556,-8.49E-4,,,,,
BaBr2-KBr,33.3-66.7,P1,920,1120,,3.803,-8.96E-4,,,,,
BaBr2-KBr,40.0-60.0,P1,920,1120,,3.974,-9.3E-4,,,,,
BaBr2-KBr,52.0-48.0,P1,910,1120,,4.18,-9.06E-4,,,,,
BaBr2-KBr,65.0-35.0,P1,970,1120,,4.356,-8.75E-4,,,,,
BaBr2-KBr,75.0-25.0,P1,1030,1120,,4.704,-0.001023,,,,,
BaBr2-KBr,85.0-15.0,P1,1090,1120,,4.551,-7.25E-4,,,,,
BaBr2-KBr,100-0,P1,1120,1120,,5.035,-9.24E-4,,,,"For 100% BaBr2, the results have been advanced as the recommended data set.",
BaCl2,100,P1,1239,1354,2%,4.0152,-6.813E-4,,,,,
BaCl2-BaF2,0-100 BaF2,I4,1573,,,2.94,0.003033,7.536E-5,9.641E-7,-1.019E-8,"For 100% BaCl2 and 100% BaF2 at 1573 K, the departures from the recommended data sets are, respectively, 0.0% and -6.3%.",
BaCl2-CdCl2,0-100,P1,860,990,,4.099,-8.4E-4,,,,"For 100% CdCl2, the results have been advanced as the recommended data set.",
BaCl2-CdCl2,17.1-82.9,P1,870,970,,4.25,-9.3E-4,,,,,
BaCl2-CdCl2,36-64,P1,860,970,,4.292,-9.3E-4,,,,,
BaCl2-CdCl2,54.2-45.8,P1,880,960,,4.331,-9.6E-4,,,,,
BaCl2-CsCl,0-100,P1,980,1270,,3.7808,-0.0010474,,,,"For 100% CsCl, the departures from the recommended data set are: 980 K, +1.0%,1270 K, +1.4%.",
BaCl2-CsCl,11.42-88.58,P1,980,1270,,3.8593,-0.0011065,,,,,
BaCl2-CsCl,24.32-75.68,P1,980,1270,,3.8851,-0.001073,,,,,
BaCl2-CsCl,33.02-66.98,P1,980,1270,,3.8866,-9.976E-4,,,,,
BaCl2-CsCl,43.75-56.25,P1,980,1270,,3.9558,-9.939E-4,,,,,
BaCl2-CsCl,53.37-46.63,P1,980,1270,,3.9816,-9.597E-4,,,,,
BaCl2-CsCl,64.83-35.17,P1,980,1270,,4.1136,-0.0010144,,,,,
BaCl2-CsCl,72.41-27.59,P1,980,1270,,4.1154,-9.691E-4,,,,,
BaCl2-CsCl,75.28-24.72,P1,980,1270,,4.0725,-9.099E-4,,,,,
BaCl2-CsCl,84.77-15.23,P1,980,1270,,4.1382,-9.142E-4,,,,,
BaCl2-CsCl,100-0,P1,1240,1270,,4.3316,-9.844E-4,,,,"For 100% BaCl2, the departures from the recommended data set are: 1240 K, -2.0%, 1270 K, -2.3%.",
BaCl2-KCl,0-100,P1,1070,1160,,2.1559,-6.103E-4,,,,"For 100% KCl, the departures from the recommended data set are: 1070 K, -0.6%,1160 K, -0.8%.",
BaCl2-KCl,8.4-91.6,P1,1070,1160,,2.485,-7.405E-4,,,,,
BaCl2-KCl,13.1-86.9,P1,1070,1160,,2.2758,-4.769E-4,,,,,
BaCl2-KCl,24.4-75.6,P1,1070,1160,,2.7114,-6.173E-4,,,,,
BaCl2-KCl,29.8-70.2,P1,1080,1170,,2.858,-6.838E-4,,,,,
BaCl2-KCl,33.3-66.7,P1,1070,1160,,3.3797,-0.0010894,,,,,
BaCl2-KCl,33.6-66.4,P1,1070,1160,,2.9626,-6.944E-4,,,,,
BaCl2-KCl,45.7-54.3,P1,1070,1150,,3.2396,-7.643E-4,,,,,
BaCl2-KCl,49.5-50.5,P1,1060,1150,,3.1602,-6.349E-4,,,,,
BaCl2-KCl,63.3-36.7,P1,1100,1180,,3.4446,-6.486E-4,,,,,
BaCl2-KCl,79.1-20.9,P1,1160,1210,,3.7621,-7.24E-4,,,,,
BaCl2-KCl,100-0,P1,1250,1280,,3.9881,-6.819E-4,,,,"For 100% BaCl2, the departures from the recommended data set are: 1250 K, -0.9%, 1280 K, -0.9%.",
BaCl2-KF,0-100 BaCl2,I4,1573,,,1.598,0.01373,9.709E-5,-1.737E-6,7.277E-9,"For both 100% KF and 100% BaCl2 at 1573 K, the departure from the recommended data set is, respectively, -1.2% and -0.3%.",
BaCl2-LaCl3,10-90,P1,1110,1260,,3.734,-4.87E-4,,,,,
BaCl2-LaCl3,25-75,P1,1070,1260,,3.732,-4.68E-4,,,,,
BaCl2-LaCl3,40-60,P1,1100,1280,,3.706,-4.36E-4,,,,,
BaCl2-LaCl3,50-50,P1,1100,1270,,3.744,-4.65E-4,,,,,
BaCl2-LaCl3,55-45,P1,1140,1270,,3.785,-5.03E-4,,,,,
BaCl2-LaCl3,70-30,P1,1200,1290,,3.942,-6.39E-4,,,,,
BaCl2-LaCl3,86-14,P1,1250,1320,,4.158,-8.28E-4,,,,,
BaCl2-LaCl3,100-0,P1,1250,1270,,4.3316,-9.844E-4,,,,"For 100% BaCl2, the departures from the recommended data set are: 1250 K, -2%,1270 K, -2.3%.",
BaCl2-LiCl,0.0-100.0,P1,880,1070,,1.8965,-4.458E-4,,,,"For 100% LiCl, the departures from the recommended data set are: 890 K, +0.07%, 1070 K, -0.1%.",
BaCl2-LiCl,10.2-89.8,P1,880,1070,,2.689,-8.3E-4,,,,,
BaCl2-LiCl,25.0-75.0,P1,950,1070,,3.069,-7.92E-4,,,,,
BaCl2-LiCl,39.4-60.6,P1,910,1070,,3.43,-8.43E-4,,,,,
BaCl2-LiCl,53.3-46.7,P1,990,1060,,3.735,-9.41E-4,,,,,
BaCl2-LiCl,67.7-32.3,P1,1070,1160,,3.868,-8.71E-4,,,,,
BaCl2-LiCl,85.0-15.0,P1,1160,1220,,3.977,-8.E-4,,,,,
BaCl2-LiCl,100-0,P1,1240,1270,,4.3316,-9.844E-4,,,,"For 100% BaCl2, the departures from the recommended data set are: 1240 K, -2%,1270 K, -2.3%.",
BaCl2-MgCl2,0.0-100.0,P1,1030,1190,,1.988,-3.E-4,,,,"For 100% MgCl2, the departures from the recommended data set are: 1030 K, +0.5%, 1190 K, +0.2%.",
BaCl2-MgCl2,4.8-95.2,P1,1030,1190,,2.171,-3.6E-4,,,,,
BaCl2-MgCl2,13.2-86.8,P1,1030,1190,,2.461,-4.7E-4,,,,,
BaCl2-MgCl2,31.4-68.6,P1,1030,1190,,3.01,-6.4E-4,,,,,
BaCl2-MgCl2,57.8-42.2,P1,1030,1190,,3.569,-7.5E-4,,,,,
BaCl2-MgCl2,80.4-19.6,P1,1030,1190,,3.836,-7.1E-4,,,,,
BaCl2-NaCl,0-100,P1,1080,1120,,2.2259,-6.4E-4,,,,"For 100% NaCl, the departures from the recommended data set are: 1080 K, -1.1%, 1120 K, -1.4%.",
BaCl2-NaCl,11.0-89.0,P1,1050,1070,,2.1654,-3.2E-4,,,,,
BaCl2-NaCl,18.0-82.0,P1,1050,1070,,2.2436,-2.4E-4,,,,,
BaCl2-NaCl,19-81,P1,1060,1120,,2.6378,-5.837E-4,,,,,
BaCl2-NaCl,25.0-75.0,P1,1000,1070,,2.6709,-4.68E-4,,,,,
BaCl2-NaCl,26-74,P1,1060,1110,,2.5799,-3.698E-4,,,,,
BaCl2-NaCl,28.5-71.5,P1,1000,1070,,3.0067,-7.2E-4,,,,,
BaCl2-NaCl,32.0-68.0,P1,1000,1070,,2.9889,-6.4E-4,,,,,
BaCl2-NaCl,33-67,P1,990,1110,,3.1909,-8.15E-4,,,,,
BaCl2-NaCl,35.5-64.5,P1,1000,1070,,3.3008,-8.84E-4,,,,,
BaCl2-NaCl,39.0-61.0,P1,1000,1070,,3.2735,-7.84E-4,,,,,
BaCl2-NaCl,40-60,P1,990,1100,,3.4208,-9.123E-4,,,,,
BaCl2-NaCl,42.5-57.5,P1,1000,1070,,3.2956,-7.44E-4,,,,,
BaCl2-NaCl,46.0-54.0,P1,1000,1120,,3.7799,-0.0011645,,,,,
BaCl2-NaCl,53.0-47.0,P1,1050,1120,,3.6532,-9.586E-4,,,,,
BaCl2-NaCl,60.0-40.0,P1,1050,1120,,3.6349,-8.399E-4,,,,,
BaCl2-Na3AlF6,25-75,P1,1200,1380,,3.3688,-9.043E-4,,,,,
BaCl2-Na3AlF6,50-50,P1,1050,1380,,3.5384,-9.053E-4,,,,,
BaCl2-Na3AlF6,75-25,P1,1140,1380,,3.7392,-8.124E-4,,,,,
BaCl2-PbCl2,0-100,P1,940,980,,6.112,-0.0015,,,,"For 100% PbCl2, the results have been advanced as the recommended data set.",
BaCl2-PbCl2,13.8-86.2,P1,850,960,,5.799,-0.00135,,,,,
BaCl2-PbCl2,19.7-80.3,P1,840,970,,5.728,-0.00136,,,,,
BaCl2-PbCl2,30.6-69.4,P1,790,980,,5.503,-0.00127,,,,,
BaCl2-ZnCl2,50-50,P1,880,970,,3.6008,-6.56E-4,,,,,
BaF2,100,P1,1600,2000,3%,5.775,-9.99E-4,,,,,
BaF2-CsF,0-50 BaF2,I3,1573,,,2.9,0.01123,2.008E-5,-3.343E-7,,"For 100% CsF at 1573 K, the departure from the recommended data set is +0.6%.",
